Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Number_Waiting_Over_18_Weeks,RTT_18wk_Standard_Met,Median_Wait_Weeks,Number_Waiting_Over_52_Weeks
RXC,Riverside University Hospitals Trust,London,Dermatology,01/12/2024,4005,1399,No,18.8,232
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/12/2024,3414,985,No,11,173
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/04/2024,1643,416,No,10.1,34
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/04/2023,2885,555,No,11.1,33
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/04/2023,4857,1559,No,7.8,225
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/02/2023,4945,1355,No,11.5,83
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/08/2024,2843,573,No,13.6,61
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/10/2024,2878,1645,No,20,181
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/05/2023,4639,1641,No,14.2,338
RXC,Riverside University Hospitals Trust,London,T&O,01/01/2024,4640,1936,No,13.1,453
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/03/2024,3620,1803,No,11.7,185
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/08/2023,5604,1656,No,13.5,161
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/04/2024,1092,474,No,12.8,64
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/03/2023,1582,784,No,10.7,131
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/03/2024,5964,2320,No,15.1,93
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/06/2023,2527,710,No,10.3,35
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/02/2023,2719,882,No,16.6,41
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/11/2024,1937,654,No,19.5,79
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/04/2024,5646,2008,No,13.4,0
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/11/2024,5742,1573,No,10.5,176
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/10/2023,933,355,No,15.4,28
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/12/2024,3567,1430,No,14.9,280
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/06/2024,4005,1593,No,10.5,288
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/08/2023,1718,789,No,12.6,0
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/09/2024,1902,590,No,19,126
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/07/2023,5542,2764,No,12.1,477
RXC,Riverside University Hospitals Trust,London,ENT,01/11/2024,3818,798,No,15.7,118
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/03/2024,2304,564,No,13.4,61
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/04/2024,1625,519,No,20.9,0
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/05/2023,3715,1165,No,7.3,259
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/12/2024,5120,2182,No,17.3,131
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/12/2023,4499,1135,No,14.1,199
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/07/2023,2887,1149,No,16.5,211
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/01/2024,1795,498,No,17.4,39
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/06/2024,3930,2134,No,13.8,366
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/06/2023,3913,1304,No,14.2,102
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/11/2023,3156,1037,No,11.9,176
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/08/2024,5916,2053,No,12.3,179
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/07/2024,5835,3427,No,11,347
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/09/2024,4488,1771,No,14.2,333
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/04/2023,5363,1570,No,15,206
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/10/2024,2435,705,No,19.6,74
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/02/2024,5710,2290,No,10.7,229
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/07/2023,2053,437,No,12.7,104
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/03/2023,6274,2082,No,20.3,134
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/02/2023,1858,680,No,14.3,19
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/08/2023,1718,324,No,11.7,56
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/07/2023,4536,2397,No,11.4,330
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/07/2024,2780,1163,No,13.8,135
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/01/2024,5175,1487,No,17.9,213
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/12/2024,1951,761,No,16.7,123
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/05/2024,2660,1077,No,4.7,57
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/12/2023,5384,2021,No,15.2,243
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/03/2024,2471,992,No,16.2,147
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/02/2023,4725,1547,No,17.4,107
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/05/2024,2269,525,No,15.1,55
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/02/2024,2193,1220,No,21.8,168
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/04/2024,2523,732,No,13.9,45
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/11/2023,1642,405,No,16.8,75
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/08/2023,2260,839,No,15,186
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/09/2024,2591,1567,No,13,249
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/08/2024,5685,1281,No,20.7,193
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/06/2023,2460,867,No,14.3,88
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/10/2024,1071,373,No,12.4,36
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/11/2023,5897,2284,No,11.8,390
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/04/2023,3575,1660,No,11.5,0
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/04/2023,2651,887,No,16.1,68
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/07/2024,2535,299,No,14.8,49
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/08/2023,4002,1235,No,11.7,192
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/02/2023,2651,965,No,12.3,86
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/03/2023,3986,682,No,10.2,31
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/06/2023,2127,869,No,13.7,178
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/10/2023,5677,2544,No,17.4,355
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/08/2024,6016,1258,No,13.7,92
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/12/2023,3369,634,No,13.5,67
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/01/2023,4841,1510,No,19.7,132
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/11/2024,4594,1907,No,10.2,77
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/10/2024,2706,668,No,15,38
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/04/2024,5664,2241,No,14.5,464
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/10/2024,2801,734,No,13.2,50
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/09/2023,2832,1653,No,10.2,165
RXC,Riverside University Hospitals Trust,London,Dermatology,01/03/2024,3816,1533,No,14.5,362
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/03/2023,2496,1324,No,9.3,147
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/04/2024,6035,1973,No,17.8,231
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/08/2024,2444,587,No,18.5,0
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/03/2024,1462,450,No,14.3,40
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/03/2023,2561,1206,No,9.4,54
RXC,Riverside University Hospitals Trust,London,T&O,01/05/2023,4365,2232,No,9.8,224
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/03/2023,3420,1431,No,12.3,0
RXC,Riverside University Hospitals Trust,London,Urology,01/04/2023,5849,2030,No,10.7,216
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/04/2024,3129,1222,No,12.5,30
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/10/2024,5735,3378,No,20.3,481
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/09/2023,3226,1203,No,16.7,57
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/09/2023,5519,2054,No,13,193
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/11/2024,3150,1126,No,14.4,69
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/10/2023,2354,596,No,12.5,143
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/10/2024,2236,733,No,20.1,91
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/01/2023,5501,2105,No,12,369
RXC,Riverside University Hospitals Trust,London,General Surgery,01/11/2024,5027,1955,No,13.5,144
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/02/2023,878,315,No,10.2,26
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/09/2024,5762,1421,No,17.8,204
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/12/2024,2383,580,No,17.2,44
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/06/2024,3073,1229,No,13.3,81
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/06/2023,2895,1029,No,10.9,81
RXC,Riverside University Hospitals Trust,London,ENT,01/03/2024,3567,1317,No,17.4,93
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/05/2024,1687,591,No,17.8,96
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/12/2023,2768,788,No,10.8,123
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/09/2024,2933,717,No,10.4,91
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/04/2023,2773,936,No,14,211
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/12/2024,2993,1007,No,14.8,181
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/06/2023,3437,1325,No,15.1,259
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/04/2023,5944,2744,No,14,567
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/10/2024,1322,410,No,13,57
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/10/2024,4948,2241,No,16.4,301
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/07/2023,1037,428,No,13.8,61
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/02/2023,2402,952,No,14.5,201
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/03/2023,5708,2864,No,10.1,456
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/08/2023,2521,1493,No,15.5,104
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/04/2024,2881,1065,No,10.1,122
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/01/2024,5008,1743,No,12.5,187
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/04/2023,1948,1035,No,9.7,12
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/04/2024,5994,2216,No,14.2,246
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/10/2024,5553,1252,No,17.4,148
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/03/2023,1641,721,No,16.2,30
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/10/2023,5528,2381,No,13.6,363
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/04/2024,2785,1219,No,15.8,131
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/10/2024,2484,1051,No,13.8,48
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/11/2024,2646,1316,No,10.8,65
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/10/2024,4949,2076,No,23.1,608
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/04/2024,2027,727,No,14.4,35
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/12/2024,2614,863,No,17.6,79
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/03/2023,2627,779,No,12.9,116
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/10/2024,1830,805,No,17,29
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/05/2023,3741,1548,No,12.5,197
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/06/2023,6075,2296,No,15.7,517
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/06/2023,2939,1076,No,13.2,131
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/11/2024,3037,1237,No,18.8,0
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/05/2024,2563,567,No,18.4,20
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/03/2024,1692,710,No,16.1,92
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/11/2023,2435,844,No,10.7,58
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/02/2024,1256,398,No,13.3,75
RXC,Riverside University Hospitals Trust,London,General Surgery,01/09/2023,4642,1658,No,13.9,196
RXC,Riverside University Hospitals Trust,London,T&O,01/03/2024,4291,1272,No,16.6,145
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/07/2023,2950,421,No,15.6,54
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/07/2023,2857,970,No,11.5,140
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/01/2023,2741,973,No,16.2,77
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/04/2023,3284,1240,No,13.7,149
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/12/2023,4230,1604,No,14.6,257
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/10/2023,5844,1729,No,12.9,67
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/02/2023,939,225,No,18.4,5
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/11/2023,5405,2455,No,18.4,495
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/09/2024,4945,1496,No,18.3,240
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/08/2024,5083,2578,No,16.5,219
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/09/2023,2159,656,No,16.6,100
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/10/2023,3273,1411,No,4.9,180
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/09/2024,1091,314,No,16.4,45
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/06/2024,2408,659,No,18.7,80
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/10/2023,3900,1040,No,14.2,84
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/11/2023,2875,1458,No,10,196
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/09/2024,2904,868,No,16.6,7
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/10/2023,1918,370,No,18.1,35
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/11/2023,3919,667,No,7.8,16
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/06/2023,2993,653,No,5.7,63
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/07/2024,4228,1404,No,15,201
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/04/2023,1019,229,No,17.7,17
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/06/2024,983,213,No,13.2,40
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/10/2024,2322,918,No,13.2,56
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/11/2023,2051,734,No,12.9,56
RXC,Riverside University Hospitals Trust,London,T&O,01/02/2023,4563,628,No,11.8,52
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/09/2023,3421,1591,No,13.7,74
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/11/2023,2471,748,No,12.2,154
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/06/2023,2739,1351,No,9.2,133
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/07/2023,1961,598,No,11.4,80
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/08/2023,2295,954,No,14,122
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/11/2024,2728,861,No,16.6,112
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/12/2023,2957,817,No,19.2,179
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/12/2024,4522,960,No,18.3,104
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/05/2024,1967,503,No,13.7,94
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/04/2024,5271,2143,No,13.1,124
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/02/2023,3646,1675,No,11.3,167
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/06/2024,2895,1095,No,16.5,295
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/12/2023,4475,1238,No,12.3,105
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/01/2023,2478,888,No,14.1,83
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/07/2024,2006,789,No,15.1,142
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/11/2023,2394,992,No,13.1,200
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/06/2023,3142,1085,No,11.4,55
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/12/2023,981,293,No,7.6,55
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/07/2023,3119,1099,No,11.2,169
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/05/2023,5819,3561,No,12.4,189
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/05/2024,3995,2054,No,19.1,339
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/08/2023,2743,263,No,15.7,34
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/03/2024,2833,1544,No,14.1,173
RXC,Riverside University Hospitals Trust,London,Dermatology,01/10/2024,3934,1549,No,15.3,89
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/08/2024,1253,577,No,10.8,64
RXC,Riverside University Hospitals Trust,London,General Surgery,01/06/2024,4878,2692,No,17.4,27
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/03/2023,3017,641,No,15.8,96
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/12/2023,4873,2006,No,13.1,324
RXC,Riverside University Hospitals Trust,London,General Surgery,01/04/2024,4626,2206,No,13.5,171
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/12/2024,5066,1032,No,14.7,83
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/03/2024,5583,2408,No,14.7,273
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/11/2023,2935,781,No,16.6,160
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/02/2024,2905,657,No,16.3,26
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/02/2024,5717,2582,No,11.2,351
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/02/2023,2447,579,No,9.9,91
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/02/2023,5061,1948,No,9.1,260
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/11/2023,5767,1856,No,15.9,37
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/08/2024,3211,1048,No,13.1,176
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/12/2023,4935,2049,No,16.3,52
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/08/2024,2324,903,No,15.2,0
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/09/2023,6048,1987,No,12,394
RXC,Riverside University Hospitals Trust,London,General Surgery,01/07/2023,4708,1553,No,10.2,173
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/03/2023,5858,1117,No,11.9,192
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/09/2023,3864,1143,No,14.5,190
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/09/2024,1731,716,No,13.4,83
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/10/2023,2420,990,No,13.9,85
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/12/2023,5918,1916,No,16.6,0
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/11/2023,1018,269,No,15.3,38
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/08/2023,6080,1526,No,11.5,171
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/12/2023,5735,1941,No,13.7,296
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/12/2023,3064,836,No,16.1,78
RXC,Riverside University Hospitals Trust,London,Dermatology,01/09/2024,3904,1186,No,15.8,203
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/10/2024,1286,467,No,15.7,73
RXC,Riverside University Hospitals Trust,London,General Surgery,01/10/2024,4823,1683,No,18.6,232
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/06/2024,4848,1674,No,15.6,248
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/05/2023,2309,931,No,9.9,180
RXC,Riverside University Hospitals Trust,London,General Surgery,01/05/2023,4758,1779,No,5.7,366
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/06/2024,797,302,No,11.2,5
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/08/2024,2869,748,No,12.6,53
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/06/2024,2871,900,No,19.9,123
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/01/2024,2499,559,No,10.7,84
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/08/2024,3719,1215,No,15.6,103
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/05/2023,866,218,No,16.5,8
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/07/2024,6346,2477,No,15.1,161
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/08/2023,3970,2014,No,13.4,309
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/10/2023,3076,1141,No,13.8,62
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/01/2023,1692,419,No,14.2,27
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/01/2023,5472,1348,No,14.5,149
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/03/2023,2423,700,No,12.2,108
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/04/2023,2209,930,No,15.4,118
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/06/2024,2436,1186,No,13.4,114
RXC,Riverside University Hospitals Trust,London,Dermatology,01/09/2023,3505,1443,No,14.5,204
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/08/2024,3876,1761,No,18.7,209
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/10/2023,832,412,No,13.5,93
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/05/2024,3550,1308,No,16,194
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/12/2023,2591,813,No,8.3,112
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/07/2024,4933,1612,No,19.2,65
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/02/2024,1865,758,No,22.2,164
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/05/2023,2799,797,No,18.1,65
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/07/2024,4695,1909,No,15.9,246
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/01/2024,2816,1151,No,11.3,184
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/09/2024,4144,1595,No,16.4,128
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/08/2023,1684,303,No,11.1,27
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/04/2023,5563,1978,No,14,104
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/08/2024,5772,3001,No,15.8,553
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/01/2023,1006,301,No,11.9,5
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/05/2024,5971,1710,No,8.5,277
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/10/2024,5997,1590,No,14.5,128
RXC,Riverside University Hospitals Trust,London,T&O,01/10/2023,4651,1686,No,9.3,398
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/06/2023,1060,339,No,13.4,72
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/12/2024,6056,2651,No,18.2,278
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/02/2024,2856,615,No,9.3,14
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/12/2023,5730,972,No,12.9,132
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/02/2023,2391,1189,No,5.3,219
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/07/2024,1048,481,No,18.4,75
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/05/2023,2797,363,No,14.4,0
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/10/2023,2366,418,No,14.8,81
RXC,Riverside University Hospitals Trust,London,General Surgery,01/12/2023,4674,1676,No,11.6,265
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/01/2023,3878,1129,No,12.8,122
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/03/2024,2614,1144,No,15.4,183
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/12/2024,874,424,No,19.6,77
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/03/2023,2103,932,No,17.5,98
