Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Median_Wait_Weeks,Number_Waiting_Over_18_Weeks,Number_Waiting_Over_52_Weeks,RTT_18wk_Standard_Met
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology,2023-06,2527,10.3,710,35,No
RXC,Riverside University Hospitals Trust,London,Ophthalmology,2023-02,2719,16.6,882,41,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,2024-11,1937,19.5,654,79,No
RXA,Northgate NHS Foundation Trust,North West,cardiology,2024-04,5646,,2008,0,No
RXF,Harborview NHS Foundation Trust,South West,General Surgery ,2024-11,5742,10.5,1573,176,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,Trauma and Orthopaedics,2023-10,933,15.4,355,28,No
RXF,Harborview NHS Foundation Trust,South West,Urology,Dec-24,3567,14.9,1430,280,No
RXE, Vale of Aldern NHS Trust ,West Midlands,Gastroenterology,2024-06,4005,10.5,1593,288,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ear Nose and Throat,2023-08,1718,12.6,789,0,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastro,2024-09,1902,19,590,126,No
RXA,Northgate NHS Foundation Trust,North West, Cardiology,2023-07,5542,12.1,2764,477,No
RXC,Riverside University Hospitals Trust,London,Ear Nose and Throat,2024-11,3818,15.7,798,118,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,Dec-24,2593,18.7,1310,0,No
RXF,Harborview NHS Foundation Trust,South West, Cardiology,01/03/2024,2304,13.4,564,61,No
RXD,KINGSWOOD NHS FOUNDATION TRUST,South East,Opthalmology,2024-04,1625,20.9,519,0,No
RXH,Sherbourne NHS Foundation Trust,North East,urology ,01/05/2023,3715,7.3,1165,259,No
RXE,Vale of Aldern NHS Trust,West Midlands,Derm,01/12/2024,5120,17.3,2182,131,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,01/12/2023,4499,14.1,1135,199,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,cardiology,2023-07,2887,16.5,1149,211,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,2024-01,1795,17.4,498,39,No
RXG,Meadowbrook University Hospitals Trust,,trauma & orthopaedics,2024-06,3930,13.8,2134,366,No
RXA,Northgate NHS Foundation Trust,North West,ent,01/06/2023,3913,14.2,1304,-102,No
RXH,Sherbourne NHS Foundation Trust,North East,dermatology,2023-11,3156,11.9,1037,176,No
RXF,Harborview NHS Foundation Trust,South West,Gen Surgery,2024-08,5916,12.3,2053,179,No
RXA,Northgate NHS Foundation Trust,North West,cardiology,2024-07,5835,11,3427,347,No
RXA,Northgate NHS Foundation Trust,North West,E.N.T.,01/09/2024,4488,14.2,1771,333,No
RXF,Harborview NHS Foundation Trust,South West,Gen Surgery,Apr-23,5363,15,1570,206,No
RXC,Riverside University Hospitals Trust,London,gastroenterology,01/07/2024,2690,20.7,1089,302,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology ,2024-10,2435,19.6,705,74,No
RXH,Sherbourne NHS Foundation Trust,North East,cardiology,2024-02,5710,10.7,2290,229,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology,01/07/2023,2053,12.7,437,104,No
RXF,Harborview NHS Foundation Trust,South West,Gastroenterology ,2023-03,6274,20.3,2082,134,No
RXD,Kingswood NHS Foundation Trust,South East,ophthalmology ,2023-02,1858,14.3,680,19,No
RXB,Eastfield General Hospitals Trust,East of England,Opthalmology,2023-08,1718,11.7,324,56,No
RXF,Harborview NHS Foundation Trust,South West,E.N.T.,2023-07,4536,11.4,2397,330,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery ,Jul-24,2780,13.8,1163,135,No
RXB,Eastfield General Hospitals Trust,East of England,E.N.T.,Jan-24,5175,17.9,1487,213,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,Gen Surgery,01/12/2024,1951,16.7,761,123,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands,general surgery,2024-05,2660,4.7,1077,57,No
RXG, Meadowbrook University Hospitals Trust ,Yorkshire and the Humber,Ophthalmology,2023-12,5384,15.2,2021,243,No
RXA,Northgate NHS Foundation Trust,North West,dermatology,2024-03,2471,16.2,992,147,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,2023-02,4725,17.4,1547,107,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gen Surgery,01/05/2024,2269,15.1,525,55,No
RXF,HARBORVIEW NHS FOUNDATION TRUST,South West,cardiology,2024-02,2193,21.8,1220,168,No
RXF,HARBORVIEW NHS FOUNDATION TRUST,South West,Ophthalmology,2024-04,2523,13.9,732,45,No
RXD,Kingswood NHS Foundation Trust,South East,ophthalmology ,Nov-23,1642,16.8,405,75,No
RXA,Northgate NHS Foundation Trust,North West,dermatology,2023-08,2260,15,839,186,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,2024-09,2591,13,1567,249,No
RXH,Sherbourne NHS Foundation Trust,North East,Ear Nose and Throat,2024-08,5685,20.7,1281,193,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,general surgery,2023-06,2460,14.3,867,88,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma and Orthopaedics,01/10/2024,1071,12.4,373,36,No
RXH,Sherbourne NHS Foundation Trust,North East,Ear Nose and Throat,01/11/2023,5897,11.8,2284,390,No
RXF,Harborview NHS Foundation Trust,South West,Urology,2023-04,3575,11.5,1660,0,No
RXC,Riverside University Hospitals Trust,London,Ophthalmology,2023-04,2651,16.1,887,68,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gen Surgery,2024-07,2535,14.8,299,49,No
RXA,Northgate NHS Foundation Trust,North West,Ear Nose and Throat,Aug-23,4002,11.7,1235,192,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery ,Feb-23,2651,,965,86,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,01/03/2023,3986,10.2,682,31,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ENT,01/06/2023,2127,13.7,869,178,No
RXA,Northgate NHS Foundation Trust,North West,Cardiology,Oct-23,5677,17.4,2544,355,No
RXA,Northgate NHS Foundation Trust,North West,Gastroenterology,2024-08,6016,13.7,1258,92,No
RXF,Harborview NHS Foundation Trust,,Urology,2023-12,"3,369",13.5,634,67,No
RXF,Harborview NHS Foundation Trust,South West,ent,Jan-23,4841,19.7,1510,132,No
RXF,Harborview NHS Foundation Trust,South West,Trauma & Orthopaedics,2024-11,4594,10.2,1907,77,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology ,2024-10,2706,15,668,38,No
RXD,Kingswood NHS Foundation Trust,South East,ent,01/04/2024,5664,14.5,2241,464,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology,Oct-24,2801,13.2,734,50,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,cardiology,2023-09,2832,10.2,1653,165,No
RXC,Riverside University Hospitals Trust,London,dermatology,2024-03,3816,14.5,1533,362,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastro,Mar-23,2496,9.3,1324,147,No
RXD, Kingswood NHS Foundation Trust ,South East,general surgery,Apr-24,6035,17.8,1973,231,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,general surgery,01/08/2024,2444,18.5,587,0,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma & Orthopaedics,Mar-24,1462,,450,40,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery,Mar-23,2561,9.4,1206,54,No
RXC,Riverside University Hospitals Trust,London,trauma & orthopaedics,May-23,4365,9.8,2232,224,No
RXH,Sherbourne NHS Foundation Trust,North East,Dermatology,2023-03,3420,12.3,1431,0,No
RXC,Riverside University Hospitals Trust,London,Urology,2023-04,5849,10.7,2030,216,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,2024-04,3129,12.5,1222,30,No
RXF,Harborview NHS Foundation Trust,South West,general surgery,2024-10,5735,20.3,3378,481,No
RXC,Riverside University Hospitals Trust,London,Gastro,2023-09,"3,226",16.7,1203,57,No
RXH,Sherbourne NHS Foundation Trust,North East, Cardiology,2023-09,5519,13,2054,193,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands,Urology,2024-11,3150,14.4,1126,69,No
RXF,Harborview NHS Foundation Trust,South West, Cardiology,2023-10,2354,12.5,596,143,No
RXG,MEADOWBROOK UNIVERSITY HOSPITALS TRUST,Yorkshire and the Humber,E.N.T.,01/10/2024,2236,20.1,733,-91,No
RXD,Kingswood NHS Foundation Trust,South East,Ear Nose and Throat,2023-01,5501,12,2105,369,No
RXC,Riverside University Hospitals Trust,London,General Surgery,2024-11,5027,13.5,1955,144,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,General Surgery ,2023-02,878,10.2,315,26,No
RXD,Kingswood NHS Foundation Trust,South East,ent,2024-09,5762,17.8,1421,204,No
RXE,Vale of Aldern NHS Trust,West Midlands,Ophthalmology,2024-12,2383,17.2,580,44,No
RXH,Sherbourne NHS Foundation Trust,North East,dermatology,Jun-24,3073,13.3,1229,81,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,cardiology,2023-06,2895,10.9,1029,81,No
RXC,Riverside University Hospitals Trust,London,ent,2024-03,"3,567",17.4,1317,93,No
RXD,Kingswood NHS Foundation Trust,South East,Opthalmology,2024-05,"1,687",17.8,591,96,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,Dec-23,2768,10.8,788,123,No
RXF,Harborview NHS Foundation Trust,South West,ophthalmology ,2024-09,"2,933",10.4,717,91,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery,01/04/2023,2773,14,936,211,No
RXC,Riverside University Hospitals Trust,London,Ophthalmology,2024-12,2993,14.8,1007,181,No
RXF,Harborview NHS Foundation Trust,South West,urology ,2023-06,3437,15.1,1325,259,No
RXD,Kingswood NHS Foundation Trust,South East,Gen Surgery,01/04/2023,5944,14,2744,567,No
RXH,Sherbourne NHS Foundation Trust,North East,general surgery,2024-10,"1,322",,410,57,No
RXB,Eastfield General Hospitals Trust,East of England,Ear Nose and Throat,Oct-24,4948,16.4,2241,301,No
RXB,Eastfield General Hospitals Trust,East of England,cardiology,01/07/2023,1037,13.8,428,61,No
RXD,Kingswood NHS Foundation Trust,South East,Gastro,01/02/2023,2402,14.5,952,201,No
RXF,Harborview NHS Foundation Trust,South West,General Surgery ,01/03/2023,5708,10.1,2864,456,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology ,2023-08,2521,15.5,1493,104,No
RXF,Harborview NHS Foundation Trust,South West,dermatology,2024-04,2881,10.1,1065,122,No
RXF,Harborview NHS Foundation Trust,South West,Ear Nose and Throat,2024-01,5008,12.5,1743,187,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,Apr-23,1948,9.7,1035,12,No
RXA, Northgate NHS Foundation Trust ,North West,Gastro,2024-04,5994,14.2,2216,246,No
RXH,Sherbourne NHS Foundation Trust,North East,ent,2024-10,5553,17.4,1252,148,No
RXD,Kingswood NHS Foundation Trust,South East,ophthalmology ,Mar-23,1641,16.2,721,30,No
RXD,Kingswood NHS Foundation Trust,South East,Trauma and Orthopaedics,01/10/2023,5528,13.6,2381,363,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology ,2024-04,2785,15.8,1219,131,No
RXB,Eastfield General Hospitals Trust,East of England,Derm,01/10/2024,2484,13.8,1051,48,No
RXD,Kingswood NHS Foundation Trust,South East, Cardiology,2024-11,2646,10.8,1316,65,No
RXE,Vale of Aldern NHS Trust,West Midlands,dermatology,2024-10,4949,23.1,2076,608,No
RXB,Eastfield General Hospitals Trust,East of England,Ophthalmology,2024-04,2027,14.4,727,35,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,01/12/2024,2614,17.6,863,79,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology,01/03/2023,2627,12.9,779,116,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastro,2024-10,1830,17,805,29,No
RXE,Vale of Aldern NHS Trust,West Midlands,cardiology,May-23,3741,12.5,1548,197,No
RXD,Kingswood NHS Foundation Trust,South East,ent,01/06/2023,6075,15.7,2296,-517,No
RXC,Riverside University Hospitals Trust,London,gastroenterology,01/06/2023,2939,13.2,1076,131,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastro,2024-11,"3,037",18.8,1237,0,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology,2024-05,2563,18.4,567,20,No
RXA,Northgate NHS Foundation Trust,North West,General Surgery,2024-03,1692,16.1,710,92,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2023-11,2435,10.7,844,58,No
RXA,Northgate NHS Foundation Trust,North West,urology ,2024-02,1256,13.3,398,75,No
RXC,Riverside University Hospitals Trust,London,General Surgery,01/09/2023,4642,13.9,1658,196,No
RXC, Riverside University Hospitals Trust ,London,Trauma and Orthopaedics,2024-03,"4,291",16.6,1272,145,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,2023-07,2950,,421,54,No
RXC,Riverside University Hospitals Trust,London,Opthalmology,01/07/2023,2857,11.5,970,140,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,Jan-23,"2,741",16.2,973,77,No
RXF, Harborview NHS Foundation Trust ,South West,Ophthalmology,2023-04,3284,13.7,1240,149,No
RXH,Sherbourne NHS Foundation Trust,North East,Ophthalmology,Dec-23,"4,230",14.6,1604,257,No
RXE,Vale of Aldern NHS Trust,West Midlands,trauma & orthopaedics,Oct-23,5844,,1729,67,No
RXH,Sherbourne NHS Foundation Trust,North East,Trauma and Orthopaedics,2023-02,939,18.4,225,5,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma and Orthopaedics,2024-09,3972,15,836,70,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Opthalmology,Nov-23,5405,18.4,2455,495,No
RXE,Vale of Aldern NHS Trust,West Midlands,Derm,01/09/2024,4945,18.3,1496,240,No
RXD,Kingswood NHS Foundation Trust,South East,T&O,Aug-24,5083,16.5,2578,219,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ent,Sep-23,2159,16.6,656,100,No
RXF,Harborview NHS Foundation Trust,South West,Urology,2023-10,3273,4.9,1411,180,No
RXB,Eastfield General Hospitals Trust,East of England,trauma & orthopaedics,2024-09,1091,16.4,314,45,No
RXE,Vale of Aldern NHS Trust,West Midlands,ophthalmology ,2024-06,2408,18.7,659,80,No
RXE,Vale of Aldern NHS Trust,West Midlands, Cardiology,2023-10,3900,14.2,1040,84,No
RXC,Riverside University Hospitals Trust,London,Opthalmology,01/11/2023,2875,10,1458,196,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology,2024-09,2904,16.6,868,7,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,2023-10,1918,18.1,370,35,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,Urology,01/11/2023,3919,7.8,667,16,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands,Urology,2023-06,2993,5.7,653,63,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,Jul-24,4228,15,1404,201,No
RXB,Eastfield General Hospitals Trust,East of England,cardiology,01/04/2023,1019,17.7,229,17,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,Trauma and Orthopaedics,2024-06,983,13.2,213,40,No
RXD,Kingswood NHS Foundation Trust,South East,Gastro,2024-10,2322,13.2,918,56,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,E.N.T.,2023-11,2051,12.9,734,56,No
RXC,Riverside University Hospitals Trust,London,T&O,2023-02,4563,11.8,628,52,No
RXH,Sherbourne NHS Foundation Trust,North East,dermatology,2023-09,3421,13.7,1591,74,No
RXE,Vale of Aldern NHS Trust,West Midlands,Ophthalmology,2023-11,2471,12.2,748,154,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,2023-06,"2,739",9.2,1351,133,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ear Nose and Throat,2023-07,1961,11.4,598,80,No
RXB,Eastfield General Hospitals Trust,East of England,Dermatology,2023-08,2295,14,954,122,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology,Nov-24,2728,16.6,861,112,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Derm,2023-12,2957,19.2,817,179,No
RXH,Sherbourne NHS Foundation Trust,North East,Ophthalmology,Dec-24,4522,18.3,960,104,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ENT,01/05/2024,1967,13.7,503,94,No
RXH,Sherbourne NHS Foundation Trust,North East,E.N.T.,2024-04,"5,271",13.1,2143,124,No
RXA,Northgate NHS Foundation Trust,North West,E.N.T.,2023-02,3646,11.3,1675,167,No
RXE,Vale of Aldern NHS Trust,West Midlands,general surgery,2024-06,2895,16.5,1095,295,No
RXA,Northgate NHS Foundation Trust,North West,Ear Nose and Throat,2023-12,4475,12.3,1238,105,No
RXG,MEADOWBROOK UNIVERSITY HOSPITALS TRUST,Yorkshire and the Humber,cardiology,2023-01,2478,,888,83,No
RXH,Sherbourne NHS Foundation Trust,North East,gastroenterology,01/07/2024,2006,15.1,789,142,No
RXB,Eastfield General Hospitals Trust,East of England,dermatology,Nov-23,2394,,992,200,No
RXC, Riverside University Hospitals Trust ,London,Ophthalmology,01/06/2023,3142,11.4,1085,55,No
RXH,Sherbourne NHS Foundation Trust,North East,general surgery,2023-12,981,7.6,293,55,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,Jul-23,3119,11.2,1099,169,No
RXD,Kingswood NHS Foundation Trust,South East,E.N.T.,2023-05,5819,12.4,3561,189,No
RXE,Vale of Aldern NHS Trust,West Midlands,gastroenterology,May-24,3995,19.1,2054,339,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,Aug-23,2743,15.7,263,34,No
RXE,Vale of Aldern NHS Trust,West Midlands,Urology,2024-03,2833,14.1,1544,173,No
RXC,Riverside University Hospitals Trust,London,Dermatology,01/10/2024,3934,15.3,1549,89,No
RXH,Sherbourne NHS Foundation Trust,North East,General Surgery ,2024-08,1253,10.8,577,64,No
RXC,Riverside University Hospitals Trust,London,general surgery,01/06/2024,4878,17.4,2692,27,No
RXF,Harborview NHS Foundation Trust,South West,ophthalmology ,01/03/2023,3017,15.8,641,96,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,Dec-23,4873,13.1,2006,324,No
RXC, Riverside University Hospitals Trust ,London,general surgery,2024-04,4626,13.5,2206,171,No
RXF,Harborview NHS Foundation Trust,South West,ENT,2024-12,5066,14.7,1032,83,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Opthalmology,01/03/2024,5583,14.7,2408,273,No
RXF,Harborview NHS Foundation Trust,South West,Ophthalmology,2023-11,2935,16.6,781,160,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Opthalmology,01/09/2024,5638,14,1751,118,No
RXA,Northgate NHS Foundation Trust,North West,Trauma & Orthopaedics,2024-02,2905,16.3,657,26,No
RXD,Kingswood NHS Foundation Trust,South East,Gen Surgery,2024-02,5717,11.2,2582,351,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2023-02,2447,9.9,579,91,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ophthalmology,2023-02,"5,061",9.1,1948,260,No
RXA,Northgate NHS Foundation Trust,North West, Cardiology,2023-11,5767,15.9,1856,37,No
RXE,Vale of Aldern NHS Trust,West Midlands,ENT,2024-08,3211,13.1,1048,176,No
RXB,Eastfield General Hospitals Trust,East of England,ent,2023-12,4935,16.3,2049,52,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,E.N.T.,2024-08,2324,15.2,903,0,No
RXF,Harborview NHS Foundation Trust,South West,gastroenterology,2023-09,6048,12,1987,394,No
RXC,Riverside University Hospitals Trust,London,Gen Surgery,2023-07,4708,10.2,1553,173,No
RXE,Vale of Aldern NHS Trust,West Midlands,T&O,2023-03,5858,11.9,1117,192,No
RXA,Northgate NHS Foundation Trust,North West,E.N.T.,2023-09,3864,14.5,1143,190,No
RXD,Kingswood NHS Foundation Trust,South East,Opthalmology,Sep-24,"1,731",13.4,716,83,No
RXD,Kingswood NHS Foundation Trust,South East,cardiology,01/10/2023,2420,13.9,990,85,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,Dec-23,5918,16.6,1916,0,No
RXA,Northgate NHS Foundation Trust,North West,cardiology,2024-04,5646,,2008,0,No
RXB,Eastfield General Hospitals Trust,East of England,gastroenterology,2023-11,1018,15.3,269,38,No
RXA,Northgate NHS Foundation Trust,North West,Gastroenterology,Aug-23,6080,11.5,1526,171,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East, Cardiology,2023-12,5735,13.7,1941,296,No
RXE,Vale of Aldern NHS Trust,West Midlands,ENT,2023-12,"3,064",16.1,836,78,No
RXC,Riverside University Hospitals Trust,London,Dermatology ,Sep-24,3904,15.8,1186,203,No
RXA,Northgate NHS Foundation Trust,North West,general surgery,Oct-24,1286,15.7,467,73,No
RXC,Riverside University Hospitals Trust,London,General Surgery,Oct-24,4823,18.6,1683,232,No
RXB,Eastfield General Hospitals Trust,East of England,E.N.T.,2024-06,4848,15.6,1674,248,No
RXD,Kingswood NHS Foundation Trust,South East,dermatology,May-23,2309,9.9,931,180,No
RXC,Riverside University Hospitals Trust,London,Gen Surgery,2023-05,4758,5.7,1779,366,No
RXA,Northgate NHS Foundation Trust,North West,urology ,2024-06,797,11.2,302,5,No
RXA,Northgate NHS Foundation Trust,North West,Trauma and Orthopaedics,Aug-24,2869,12.6,748,53,No
RXC,Riverside University Hospitals Trust,London,Ophthalmology,2024-06,2871,19.9,900,123,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands,ophthalmology ,2024-01,2499,10.7,559,84,No
RXF,Harborview NHS Foundation Trust,South West,Urology,01/08/2024,3719,15.6,1215,103,No
RXB,Eastfield General Hospitals Trust,East of England,gastroenterology,2023-05,866,16.5,218,8,No
RXF,Harborview NHS Foundation Trust,South West,Gastroenterology,2024-07,6346,15.1,2477,161,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma & Orthopaedics,01/08/2023,3970,13.4,2014,309,No
RXF, Harborview NHS Foundation Trust ,South West,Ophthalmology,2023-10,"3,076",,1141,62,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastroenterology ,2023-01,1692,14.2,419,27,No
RXF,Harborview NHS Foundation Trust,South West,general surgery,01/01/2023,5472,14.5,1348,149,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,General Surgery,Mar-23,2423,12.2,700,108,No
RXB,Eastfield General Hospitals Trust,East of England,Dermatology ,Apr-23,2209,15.4,930,118,No
RXB,Eastfield General Hospitals Trust,East of England,Derm,01/06/2024,2436,13.4,1186,114,No
RXC,Riverside University Hospitals Trust,London,Dermatology ,01/09/2023,3505,14.5,1443,204,No
RXH,Sherbourne NHS Foundation Trust,North East,urology ,Aug-24,3876,18.7,1761,209,No
RXB,Eastfield General Hospitals Trust,East of England,Gastroenterology ,2023-10,832,13.5,412,93,No
RXE,Vale of Aldern NHS Trust,West Midlands,Ear Nose and Throat,May-24,3550,16,1308,194,No
RXD, Kingswood NHS Foundation Trust ,South East,Cardiology,2023-12,2591,8.3,813,112,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,2024-07,4933,19.2,1612,65,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastro,Feb-24,1865,22.2,758,164,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery ,May-23,2799,18.1,797,65,No
RXA,Northgate NHS Foundation Trust,North West,ent,2024-07,4695,15.9,1909,246,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,2024-01,2816,11.3,1151,184,No
RXE,Vale of Aldern NHS Trust,West Midlands,gastroenterology,2024-09,"4,144",16.4,1595,128,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,gastroenterology,2023-08,1684,11.1,303,27,No
RXH,Sherbourne NHS Foundation Trust,North East,E.N.T.,2023-04,5563,14,1978,104,No
RXD,Kingswood NHS Foundation Trust,South East,Ear Nose and Throat,01/08/2024,5772,15.8,3001,553,No
RXH,Sherbourne NHS Foundation Trust,North East,Trauma and Orthopaedics,2023-01,1006,11.9,301,5,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,May-24,"5,971",8.5,1710,277,No
RXD,Kingswood NHS Foundation Trust,South East,ENT,Oct-24,5997,14.5,1590,128,No
RXC,Riverside University Hospitals Trust,London,trauma & orthopaedics,2023-10,4651,9.3,1686,398,No
RXH,Sherbourne NHS Foundation Trust,North East,T&O,2023-06,1060,13.4,339,72,No
RXF,Harborview NHS Foundation Trust,South West,Gastroenterology,2024-12,6056,18.2,2651,278,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,2024-02,2856,9.3,615,14,No
RXH,Sherbourne NHS Foundation Trust,North East,ENT,2023-12,5730,12.9,972,132,No
RXB,Eastfield General Hospitals Trust,East of England,Dermatology,Feb-23,2391,5.3,1189,219,No
RXB,Eastfield General Hospitals Trust,East of England,Cardiology,2024-07,1048,18.4,481,75,No
RXE,Vale of Aldern NHS Trust,West Midlands,Urology,May-23,2797,14.4,363,0,No
RXA,Northgate NHS Foundation Trust,North West,Derm,2023-10,2366,14.8,418,81,No
RXC,Riverside University Hospitals Trust,London,Gen Surgery,2023-12,4674,11.6,1676,265,No
RXH,Sherbourne NHS Foundation Trust,North East,ophthalmology ,Jan-23,3878,12.8,1129,122,No
RXB,Eastfield General Hospitals Trust,East of England,Derm,01/03/2024,2614,15.4,1144,183,No
RXA,Northgate NHS Foundation Trust,North West,urology ,Dec-24,874,19.6,424,77,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology ,Mar-23,2103,17.5,932,98,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gen Surgery,Sep-23,2182,14.6,827,-146,No
RXF,Harborview NHS Foundation Trust,South West, Cardiology,2023-09,2082,12.7,921,27,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,01/10/2023,4731,18.4,1856,-310,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastro,Sep-23,4026,15.8,869,112,No
RXC,Riverside University Hospitals Trust,London,Cardiology,2024-04,6145,17.1,1615,173,No
RXF,Harborview NHS Foundation Trust,South West,Ophthalmology,2023-01,3054,13.7,1635,148,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands, Cardiology,Apr-23,3923,7.7,1509,408,No
RXC,Riverside University Hospitals Trust,London,General Surgery,Jan-23,4699,10.9,1899,370,No
RXF,Harborview NHS Foundation Trust,South West,Urology,2023-05,3566,12.3,1086,242,No
RXD,Kingswood NHS Foundation Trust,South East,Opthalmology,01/05/2023,1768,14.7,505,74,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,cardiology,2024-11,2723,16.1,1325,79,No
RXC,RIVERSIDE UNIVERSITY HOSPITALS TRUST,London,General Surgery ,Feb-24,"4,597",11.2,2190,201,No
RXE,Vale of Aldern NHS Trust,West Midlands,Urology,2023-11,3288,18.4,832,139,No
RXF,Harborview NHS Foundation Trust,South West,urology ,01/06/2024,"3,685",9.7,1466,83,No
